# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
7.34574e+07 5.81354e-11 7.21813e-14 313698 0.0703172
7.34421e+07 5.87367e-11 7.30507e-14 316811 0.0710904
7.34269e+07 5.93439e-11 7.39283e-14 319953 0.0718699
7.34117e+07 5.99569e-11 7.48145e-14 323124 0.0726559
7.33964e+07 6.05759e-11 7.57094e-14 326324 0.0734485
7.33811e+07 6.12009e-11 7.66131e-14 329554 0.0742479
7.33658e+07 6.1832e-11 7.75258e-14 332814 0.0750543
7.33506e+07 6.24692e-11 7.84477e-14 336103 0.0758677
7.33353e+07 6.31126e-11 7.9379e-14 339423 0.0766883
7.33199e+07 6.37622e-11 8.03196e-14 342774 0.0775162
7.33046e+07 6.44182e-11 8.12697e-14 346155 0.0783512
7.32893e+07 6.50805e-11 8.22293e-14 349568 0.0791934
7.3274e+07 6.57493e-11 8.31982e-14 353013 0.0800427
7.32586e+07 6.64246e-11 8.41764e-14 356489 0.0808991
7.32433e+07 6.71065e-11 8.51639e-14 359998 0.0817624
7.32279e+07 6.7795e-11 8.61606e-14 363539 0.0826326
7.32125e+07 6.84902e-11 8.71666e-14 367113 0.0835096
7.31971e+07 6.91922e-11 8.8182e-14 370720 0.0843937
7.31817e+07 6.99011e-11 8.92068e-14 374360 0.0852847
7.31663e+07 7.06169e-11 9.02412e-14 378034 0.0861829
7.31509e+07 7.13397e-11 9.12854e-14 381743 0.0870884
7.31355e+07 7.20695e-11 9.23397e-14 385485 0.0880013
7.31201e+07 7.28065e-11 9.3404e-14 389263 0.0889217
7.31046e+07 7.35506e-11 9.44787e-14 393076 0.0898499
7.30892e+07 7.43021e-11 9.55637e-14 396924 0.0907858
7.30737e+07 7.50609e-11 9.66594e-14 400808 0.0917295
7.30582e+07 7.58272e-11 9.77657e-14 404728 0.0926812
7.30427e+07 7.66009e-11 9.88828e-14 408684 0.093641
7.30272e+07 7.73822e-11 1.00011e-13 412678 0.0946088
7.30117e+07 7.81712e-11 1.0115e-13 416709 0.0955848
7.29962e+07 7.8968e-11 1.023e-13 420777 0.096569
7.29807e+07 7.97725e-11 1.03461e-13 424883 0.0975615
7.29652e+07 8.0585e-11 1.04634e-13 429028 0.0985624
7.29496e+07 8.14054e-11 1.05818e-13 433211 0.0995716
7.29341e+07 8.22339e-11 1.07014e-13 437434 0.100589
7.29185e+07 8.30706e-11 1.0822e-13 441695 0.101615
7.29029e+07 8.39155e-11 1.09439e-13 445997 0.102649
7.28874e+07 8.47687e-11 1.10668e-13 450339 0.103692
7.28718e+07 8.56302e-11 1.11909e-13 454722 0.104742
7.28562e+07 8.65003e-11 1.13162e-13 459146 0.105802
7.28406e+07 8.7379e-11 1.14426e-13 463611 0.106869
7.28249e+07 8.82663e-11 1.15702e-13 468118 0.107945
7.28093e+07 8.91624e-11 1.1699e-13 472667 0.109029
7.27937e+07 9.00673e-11 1.1829e-13 477259 0.110123
7.2778e+07 9.09811e-11 1.19603e-13 481894 0.111225
7.27623e+07 9.1904e-11 1.20928e-13 486573 0.112336
7.27467e+07 9.2836e-11 1.22265e-13 491295 0.113456
7.2731e+07 9.37772e-11 1.23616e-13 496062 0.114586
7.27153e+07 9.47277e-11 1.24979e-13 500874 0.115724
7.26996e+07 9.56876e-11 1.26355e-13 505731 0.116873
7.26839e+07 9.6657e-11 1.27745e-13 510634 0.11803
7.26682e+07 9.7636e-11 1.29148e-13 515583 0.119198
